ID,Country,Loan originator,Outstanding principal,Investment platform,Date
0,Bulgaria,EasyCredit,31.26,iuvo,2021-08-31
1,Bulgaria,EasyCredit,16.6,iuvo,2021-08-31
2,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
3,Bulgaria,AccessFinance,21.0,iuvo,2021-08-31
4,Bulgaria,AccessFinance,15.29,iuvo,2021-08-31
5,Bulgaria,AccessFinance,33.89,iuvo,2021-08-31
6,Bulgaria,EasyCredit,29.12,iuvo,2021-08-31
7,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
8,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
9,Bulgaria,AccessFinance,19.99,iuvo,2021-08-31
10,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
11,Bulgaria,AccessFinance,43.61,iuvo,2021-08-31
12,Bulgaria,AccessFinance,25.16,iuvo,2021-08-31
13,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
14,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
15,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
16,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
17,Bulgaria,AccessFinance,45.08,iuvo,2021-08-31
18,Bulgaria,AccessFinance,40.39,iuvo,2021-08-31
19,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
20,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
21,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
22,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
23,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
24,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
25,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
26,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
27,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
28,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
29,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
30,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
31,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
32,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
33,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
34,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
35,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
36,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
37,Bulgaria,AccessFinance,22.73,iuvo,2021-08-31
38,Bulgaria,AccessFinance,40.97,iuvo,2021-08-31
39,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
40,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
41,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
42,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
43,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
44,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
45,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
46,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
47,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
48,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
49,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
50,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
51,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
52,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
53,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
54,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
55,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
56,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
57,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
58,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
59,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
60,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
61,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
62,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
63,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
64,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
65,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
66,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
67,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
68,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
69,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
70,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
71,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
72,Bulgaria,EasyCredit,28.08,iuvo,2021-08-31
73,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
74,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
75,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
76,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
77,Bulgaria,EasyCredit,40.5665735789,iuvo,2021-08-31
78,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
79,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
80,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
81,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
82,Bulgaria,EasyCredit,50.0,iuvo,2021-08-31
83,Bulgaria,EasyCredit,25.2811841675,iuvo,2021-08-31
84,Bulgaria,EasyCredit,63.47,iuvo,2021-08-31
85,Bulgaria,EasyCredit,100.0,iuvo,2021-08-31
86,Bulgaria,EasyCredit,92.66,iuvo,2021-08-31
87,Bulgaria,EasyCredit,100.0,iuvo,2021-08-31
88,Bulgaria,EasyCredit,100.0,iuvo,2021-08-31
89,Bulgaria,EasyCredit,75.68,iuvo,2021-08-31
90,Bulgaria,EasyCredit,100.0,iuvo,2021-08-31
91,Bulgaria,EasyCredit,12.6,iuvo,2021-08-31
92,Bulgaria,AccessFinance,36.05,iuvo,2021-08-31
93,Bulgaria,EasyCredit,17.2828106184,iuvo,2021-08-31
94,Bulgaria,EasyCredit,13.38,iuvo,2021-08-31
95,Romania,iCredit,50.0,iuvo,2021-08-31
96,Bulgaria,AccessFinance,38.23,iuvo,2021-08-31
97,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
98,Bulgaria,EasyCredit,63.8,iuvo,2021-08-31
99,Bulgaria,EasyCredit,36.88,iuvo,2021-08-31
100,Romania,iCredit,41.1128439393,iuvo,2021-08-31
101,Romania,iCredit,47.1045416353,iuvo,2021-08-31
102,Romania,iCredit,50.0,iuvo,2021-08-31
103,Romania,iCredit,46.6630333918,iuvo,2021-08-31
104,Romania,iCredit,50.0,iuvo,2021-08-31
105,Bulgaria,EasyCredit,66.04,iuvo,2021-08-31
106,Romania,iCredit,50.0,iuvo,2021-08-31
107,Poland,iCredit,50.0,iuvo,2021-08-31
108,Bulgaria,AccessFinance,49.83,iuvo,2021-08-31
109,Bulgaria,EasyCredit,63.0228857313,iuvo,2021-08-31
110,Bulgaria,EasyCredit,76.1327000889,iuvo,2021-08-31
111,Poland,iCredit,15.3121518427,iuvo,2021-08-31
112,Poland,iCredit,45.1929041062,iuvo,2021-08-31
113,Bulgaria,AccessFinance,32.88,iuvo,2021-08-31
114,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
115,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
116,Bulgaria,AccessFinance,11.95,iuvo,2021-08-31
117,Bulgaria,AccessFinance,17.93,iuvo,2021-08-31
118,Romania,iCredit,46.935211254,iuvo,2021-08-31
119,Bulgaria,AccessFinance,31.55,iuvo,2021-08-31
120,Bulgaria,AccessFinance,29.76,iuvo,2021-08-31
121,Bulgaria,EasyCredit,80.42,iuvo,2021-08-31
122,Bulgaria,EasyCredit,62.0693457741,iuvo,2021-08-31
123,Poland,iCredit,39.53,iuvo,2021-08-31
124,Bulgaria,AccessFinance,12.62,iuvo,2021-08-31
125,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
126,Romania,iCredit,40.6366783333,iuvo,2021-08-31
127,Bulgaria,EasyCredit,35.03,iuvo,2021-08-31
128,Poland,iCredit,21.4637311131,iuvo,2021-08-31
129,Bulgaria,AccessFinance,44.29,iuvo,2021-08-31
130,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
131,Bulgaria,EasyCredit,29.42,iuvo,2021-08-31
132,Bulgaria,EasyCredit,64.9235266735,iuvo,2021-08-31
133,Bulgaria,EasyCredit,42.2542243202,iuvo,2021-08-31
134,Bulgaria,EasyCredit,61.62,iuvo,2021-08-31
135,Bulgaria,EasyCredit,16.2033459806,iuvo,2021-08-31
136,Poland,iCredit,35.50874425,iuvo,2021-08-31
137,Bulgaria,AccessFinance,24.57,iuvo,2021-08-31
138,Bulgaria,AccessFinance,39.48,iuvo,2021-08-31
139,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
140,Bulgaria,EasyCredit,28.95,iuvo,2021-08-31
141,Romania,iCredit,50.0,iuvo,2021-08-31
142,Bulgaria,EasyCredit,11.880834,iuvo,2021-08-31
143,Bulgaria,EasyCredit,28.4088,iuvo,2021-08-31
144,Romania,iCredit,49.992429,iuvo,2021-08-31
145,Romania,iCredit,49.9929567631,iuvo,2021-08-31
146,Poland,iCredit,21.081306512,iuvo,2021-08-31
147,Poland,iCredit,25.7,iuvo,2021-08-31
148,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
149,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
150,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
151,Poland,iCredit,9.8038700372,iuvo,2021-08-31
152,Bulgaria,AccessFinance,32.0,iuvo,2021-08-31
153,Bulgaria,AccessFinance,18.69,iuvo,2021-08-31
154,Bulgaria,EasyCredit,15.3,iuvo,2021-08-31
155,Bulgaria,EasyCredit,61.7181980436,iuvo,2021-08-31
156,Bulgaria,AccessFinance,10.54,iuvo,2021-08-31
157,Bulgaria,AccessFinance,15.91,iuvo,2021-08-31
158,Bulgaria,AccessFinance,15.91,iuvo,2021-08-31
159,Bulgaria,AccessFinance,15.91,iuvo,2021-08-31
160,Bulgaria,EasyCredit,16.57,iuvo,2021-08-31
161,Bulgaria,AccessFinance,10.11,iuvo,2021-08-31
162,Bulgaria,AccessFinance,28.71,iuvo,2021-08-31
163,Bulgaria,AccessFinance,18.71,iuvo,2021-08-31
164,Bulgaria,EasyCredit,16.58,iuvo,2021-08-31
165,Romania,iCredit,49.9905,iuvo,2021-08-31
166,Bulgaria,AccessFinance,28.16,iuvo,2021-08-31
167,Bulgaria,EasyCredit,82.0526470001,iuvo,2021-08-31
168,Bulgaria,EasyCredit,40.645,iuvo,2021-08-31
169,Bulgaria,AccessFinance,11.8,iuvo,2021-08-31
170,Bulgaria,EasyCredit,16.36,iuvo,2021-08-31
171,Romania,iCredit,38.6436555036,iuvo,2021-08-31
172,Romania,iCredit,49.9941455495,iuvo,2021-08-31
173,Poland,iCredit,9.6275876967,iuvo,2021-08-31
174,Poland,iCredit,45.8090155207,iuvo,2021-08-31
175,Bulgaria,AccessFinance,26.61,iuvo,2021-08-31
176,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
177,Bulgaria,AccessFinance,19.23,iuvo,2021-08-31
178,Romania,iCredit,49.9955,iuvo,2021-08-31
179,Romania,iCredit,50.0,iuvo,2021-08-31
180,Bulgaria,EasyCredit,26.1501014127,iuvo,2021-08-31
181,Bulgaria,EasyCredit,19.26,iuvo,2021-08-31
182,Poland,iCredit,12.503838378,iuvo,2021-08-31
183,Bulgaria,AccessFinance,45.17,iuvo,2021-08-31
184,Bulgaria,AccessFinance,17.06,iuvo,2021-08-31
185,Bulgaria,AccessFinance,40.92,iuvo,2021-08-31
186,Bulgaria,AccessFinance,13.73,iuvo,2021-08-31
187,Bulgaria,EasyCredit,24.510331076,iuvo,2021-08-31
188,Poland,iCredit,41.04,iuvo,2021-08-31
189,Bulgaria,AccessFinance,24.08,iuvo,2021-08-31
190,Bulgaria,EasyCredit,44.1,iuvo,2021-08-31
191,Poland,iCredit,29.8459071641,iuvo,2021-08-31
192,Bulgaria,AccessFinance,27.67,iuvo,2021-08-31
193,Bulgaria,EasyCredit,11.3410338076,iuvo,2021-08-31
194,Bulgaria,AccessFinance,31.51,iuvo,2021-08-31
195,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
196,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
197,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
198,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
199,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
200,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
201,Bulgaria,AccessFinance,50.0,iuvo,2021-08-31
202,Bulgaria,AccessFinance,12.6248000919,iuvo,2021-08-31
203,Bulgaria,AccessFinance,43.000000313,iuvo,2021-08-31
204,Bulgaria,AccessFinance,43.000000313,iuvo,2021-08-31
205,Bulgaria,AccessFinance,43.000000313,iuvo,2021-08-31
206,Bulgaria,AccessFinance,43.000000313,iuvo,2021-08-31
207,Bulgaria,AccessFinance,21.4140001559,iuvo,2021-08-31
208,Bulgaria,AccessFinance,43.000000313,iuvo,2021-08-31
209,Bulgaria,EasyCredit,42.2542243202,iuvo,2021-08-31
210,Bulgaria,AccessFinance,27.6834002015,iuvo,2021-08-31
211,Romania,iCredit,47.5324065928,iuvo,2021-08-31
212,Bulgaria,EasyCredit,20.9836968003,iuvo,2021-08-31
213,Bulgaria,EasyCredit,77.6915655549,iuvo,2021-08-31
214,Poland,iCredit,12.336213,iuvo,2021-08-31
215,Bulgaria,EasyCredit,34.9951580266,iuvo,2021-08-31
216,Bulgaria,EasyCredit,16.9579997675,iuvo,2021-08-31
217,Romania,iCredit,36.9105122312,iuvo,2021-08-31
218,Poland,iCredit,10.3048577515,iuvo,2021-08-31
